,Unnamed: 0,text,likes,Date,Time,confidence,hindi_ratio2,type,type2
833,833,and safe himself from jail,0,2025-06-01,05:35:13,[0.98361623],0.0,['assertive'],['assertive']
834,834,"you can take out many of the videos and talk to people in pakistan and no one hated the indians before modi came to power
he arrived and already uncle do change, if even muslims in india have to give credibility that they are faithful to india just because they are muslims
you have said that pakistan killed civilians, but we have not seen it on any indian channel, but you will have seen on international channels that india did kill several children, and also attacked an empty mosque
you have said that two fighter planes fell, because an indian minister revealed yesterday that there were five fighters, a and in an indian canal
you have lost credibility because of these things, because you have put news that in the end have been false
even in the international press they call you liars and that's what you have there i don't invent anything
everyone asked that before blaming you first investigate but india preferred to start the war, and only got the world to see that it really hates muslims
india supports israel in all things that is the genocide in gaza
you talk about the groups supported by pakistan but you never talk about groups in afghanistan and groups in balochstan that support india",0,2025-05-31,17:06:20,[0.9833918],0.0,"['assertive', 'assertive', 'assertive', 'interrogative', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
835,835,"dear poor rathee, there are some questions need to be answered
why india did not accept neutral investigation
2
 why no one bought indian narrative and india was standing alone in all this episode, even close allies like us, russia didn't support india diplomatically
3
 why neutral prople in india like praveen sawhnay and many more are criticizing india, and
you poor rathee bashing your head in the wall
its your miscalculation that you ll lie and it would be accepted by educated community
you have failed rathee
india has failed",0,2025-05-31,09:25:26,[0.98341787],0.0,"['assertive', 'interrogative', 'interrogative', 'interrogative', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'interrogative', 'assertive', 'interrogative', 'assertive', 'interrogative', 'interrogative', 'assertive', 'interrogative', 'assertive']"
836,836,keep attacking the military but please dont say pakistan did this that say the military did it,0,2025-05-31,16:54:47,[0.9834198],0.0,['imperative'],['imperative']
837,837,"thanks for raising voice for both side atankad, but ,we want more detail video on why we had to do ceasefire?",0,2025-05-31,10:01:05,[0.9834284],0.0,['assertive'],['imperative']
838,838,"dhruv, i have watched a pakistani video in response to your last video on operation sindoor
he has talked about several issues but i will put 3 main points out of that here
 1
 there were several children died in pakistan as well due to attacks while you were only accusing pak army for cruelty
 2
 he said in india we used to call ltte as freedom fighters until indian government once signed a deal with srilanka and declared our home grown freedom fighters and tagged them (ltte) a terrorists organization
3 while lashkars arm claimed for pahalgham attack in that similar video you didn’t mention they had later back tracked which you did in this video
i think you have posted today’s video little earlier but the fact that pakistan has downed 5 indian planes in the beginning of the operation has been almost confirmed today after this video
there is no doubt that you are very talented and honest youtuber just take extra time for consistency of the content
all the best",57,2025-05-31,17:23:43,[0.9834368],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
839,839,"i love very very love ""pakistan"" and i hat very very very very hat ""india""",0,2025-05-31,19:26:00,[0.98344654],0.0,['assertive'],['assertive']
840,840,you are now fear of something that is why you are changing your tones,0,2025-06-03,03:34:54,[0.9834526],0.0,['assertive'],['assertive']
841,841,major difference between ind and pak is indians can't say fact about modi,0,2025-05-31,14:01:42,[0.98346376],0.0,['assertive'],['assertive']
842,842,is dhruv biased?,0,2025-05-31,09:14:18,[0.983664],0.0,['interrogative'],['interrogative']
843,843,i can sure the unlikes of the video is 3 then the likes,0,2025-06-01,09:30:06,[0.9834769],0.0,['assertive'],['assertive']
844,844,"dhruv rathee is scared of getting banned in india
that is why he is making that sort of videos in order to make modi please",1,2025-05-31,14:21:20,[0.9834935],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
845,845,"they (pakistan) keep snake in their backyard to bite other
 wtf",0,2025-05-31,07:40:08,[0.98349625],0.0,['assertive'],"['assertive', 'assertive']"
846,846,"dhruv has destroyed his viewership in pakistan
i would highly recommend dhruv to make a video about abhi nandan and india's role in balochistan
thanks",4,2025-06-04,04:24:39,[0.9835094],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'imperative', 'assertive']"
847,847,people are facing problems in dimapur for ilp tell to everyone,0,2025-05-31,10:25:25,[0.9835101],0.0,['assertive'],['assertive']
848,848,"it's foreign secretary vikram misri not former secretary
may be corrected",0,2025-05-31,08:50:59,[0.9829872],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
849,849,"still not a single proof that links pakistan with pehalgam you are becoming funny day by day
your narrative is only on speculation that trf is linked to let reuters articles said its considered not confirmed
you are losing your credibility day by day",0,2025-06-01,03:18:26,[0.98299414],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'interrogative']"
850,850,where is the response?,0,2025-06-01,09:14:59,[0.9830119],0.0,['interrogative'],['interrogative']
851,851,where is the response?,0,2025-06-01,09:32:06,[0.9830119],0.0,['interrogative'],['interrogative']
852,852,you are right,0,2025-05-31,17:20:30,[0.98274493],0.0,['assertive'],['interrogative']
853,853,"pakistanis, now your illegitimate father dhruv, has also showed you people your place",2,2025-05-31,11:54:22,[0.98302704],0.0,['assertive'],['assertive']
854,854,"8:36 do your homework kid, pl-15 is air to air bvr missile, and it was not used to strike ground targets, it was used to down 6 of your indian fighter jets",0,2025-05-31,23:05:03,[0.9829607],0.0,['assertive'],['assertive']
855,855,"yes thats true yoj are become a godi media
i'm from bangladesh and i watched your video beacase you talking truth but after wath that video i realise i was wrong my heart is broke
bcz i was love you",0,2025-05-31,10:32:55,[0.97988033],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
856,856,"sir, i really want to buy your ai chatgpt course, but your payment system doesn't support bangladeshi taka
could you please add a payment method that works for bangladesh or accept bdt?
many students like me want to enroll but can't complete the payment",0,2025-05-31,07:43:56,[0.9799016],0.0,"['imperative', 'interrogative', 'assertive']","['imperative', 'interrogative', 'assertive']"
857,857,pakistani themselves talk bad about their country in the name of “ establishment “ but they won’t accept if someone else speaks about their country,0,2025-06-06,19:44:12,[0.97991496],0.0,['assertive'],['assertive']
858,858,"india and pakistan both are spread fake news to hide reality of citizen what's going on there field only they know and they have media what they want, they show it
the innocent is only who without reason killed it everyone is fucked",0,2025-05-31,15:04:08,[0.9799241],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
859,859,we want peace both of country's,0,2025-05-31,18:54:12,[0.97992516],0.0,['assertive'],['assertive']
860,860,"once a wise man said : fact is fact and you can't denay it
and fact is explaining by dhruv",0,2025-05-31,08:28:40,[0.9799291],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
861,861,"the biggest enemy of pakistan is its own army, period",1,2025-05-31,08:56:29,[0.9834723],0.0,['assertive'],['assertive']
862,862,bro is trying hard to make it right,0,2025-05-31,11:10:21,[0.9836818],0.0,['assertive'],['assertive']
863,863,"now double check your sources today your army general confirmed the raffle death
it was my mistake that i have been quoted your statement but as of now
you are no more credible just to save your youth tube channel that rss will block you soon
your are now history for us
stay blessed",0,2025-05-31,18:53:59,[0.979945],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive', 'assertive', 'imperative']"
864,864,"dhuru rathee i request to you please make a video about the yanomamis it's very good topic then people also know that there are people on earth who do not have everything that we do and how they live there in the tropical rainforest very few people on earth know about it and it is important that you explain the whole topic to us, how they live, what they do, why they don't come to the city, yes, all of that
i know that you can't make a video if one person say you , but if you think about it yourself, you will definitely know how important this topic is
yes, i request you, please make a video about it",0,2025-05-31,12:31:30,[0.9800003],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'imperative']"
865,865,"i am pakistani but not agree with you, because both countries are play same role you know very well
but indain leader is a bad person because its not safe for both countries human",0,2025-06-02,04:52:36,[0.9800275],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
866,866,sir you look very identical to actor neil bhatt,0,2025-06-04,02:46:36,[0.9800309],0.0,['assertive'],['assertive']
867,867,"i think you have putted some strong filters for comments that are constantly removing my comments
so that nobody can respond you plus many pakistani channels and sources are still banned in india, because i can't excess through vpn(from indian server)",10,2025-06-01,14:00:25,[0.9799594],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
868,868,fail to provide a single evidence that pakistan is involved,0,2025-06-01,00:37:53,[0.97973675],0.0,['assertive'],['imperative']
869,869,"i can't trust you more,sorry to say",0,2025-06-01,11:12:16,[0.9797425],0.0,['assertive'],['assertive']
870,870,"even today the mob lynching of yogi modi is going on in up and bihar
india itself has got this attack done",1,2025-06-02,12:45:38,[0.979747],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
871,871,"why you are so much worried about pakistani viewers
why you want to give so much confidence them, that what you are doing is right
you are indian, doing your job for nation
so you should be worry free on this",0,2025-05-31,19:27:28,[0.97974813],0.0,"['interrogative', 'interrogative', 'assertive', 'assertive']","['interrogative', 'interrogative', 'interrogative', 'assertive']"
872,872,me as pakistani confirm that army does interfere in government here and is responsible for bombing in kpk and balochistan,1,2025-05-31,13:53:10,[0.9797609],0.0,['assertive'],['assertive']
873,873,"24:58 we already know that
people have made videos on it from the past 20 years",0,2025-05-31,17:27:37,[0.98301226],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
874,874,"hey dhruv, i’m an indian
thanks for making this video as i learned a few new things i wasn’t aware of
i also wanted to add that you failed to acknowledge the fact that india’s attack also killed pakistani children
given that, it’s understandable that pakistanis feel betrayed by your video
i’m sure they know their govt isn’t all that great
from the comments i read from them, their issue was you not mentioning the innocent lives taken on their side
which is not fair
and i agree with that",1,2025-06-02,23:13:08,[0.9829657],0.0,"['assertive', 'assertive', 'imperative', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
875,875,as a pakistani i admit that pakistani army is against pakistan and we 95% nation is with imran khan and thats the reason imran khan is in jail cuz he speaks against the corrupt army by the way you nailed it with facts,2,2025-05-31,17:07:11,[0.982967],0.0,['assertive'],['assertive']
876,876,"superb research very very impressive , but i am still not a fan of yours as your left liberal ideology is bit outdated",0,2025-06-01,05:13:51,[0.98296964],0.0,['assertive'],['assertive']
877,877,still i can't believe you but after doing research on my own if i come to the same result as you are portraying our pak army then i'll surely believe you,0,2025-05-31,11:44:18,[0.9829701],0.0,['assertive'],['assertive']
878,878,your news paper also use sources of modi government to fool their public,0,2025-05-31,08:34:53,[0.9829738],0.0,['assertive'],['assertive']
879,879,you are right brother,0,2025-05-31,13:43:04,[0.98304826],0.0,['assertive'],['interrogative']
880,880,you are right brother,0,2025-06-04,16:51:54,[0.98304826],0.0,['assertive'],['interrogative']
881,881,brother you are right,0,2025-05-31,19:30:29,[0.98304826],0.0,['assertive'],['interrogative']
882,882,you are right brother,0,2025-06-07,12:12:22,[0.98304826],0.0,['assertive'],['interrogative']
883,883,dhruv is some how worng in this video,1,2025-05-31,08:54:16,[0.9830528],0.0,['assertive'],['assertive']
884,884,"the thing is both govt are trying to play with people's religions while we forget where our taxes are going
indians are little better that we know religion is a blind cloth but people don't understand
it is sad for both sides of innocent who don't want to harm any one
and people should remember india is secular we should respect all religions",0,2025-05-31,10:10:49,[0.9828867],0.0,"['assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive']"
885,885,"now double check your sources today your army general confirmed the raffle death
it was my mistake that i have been quoted your statement but as of now
you are no more credible just to save your youth tube channel that rss will block you soon
your are now history for us
stay blessed",0,2025-05-31,18:53:32,[0.979945],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive', 'assertive', 'imperative']"
886,886,"a simple question: where is indian army at time of pahalgam attack?
there are 40 checkpoints in the area where the incident occurred as they said kashmir, india side is under control of indian army and securities
at the time of the attack, where are they going?",96,2025-05-31,20:52:47,[0.9799476],0.0,"['interrogative', 'assertive', 'interrogative']","['interrogative', 'assertive', 'interrogative']"
887,887,"you are coming to line, but too late, when a general public came to know",0,2025-05-31,08:10:13,[0.9799709],0.0,['assertive'],['assertive']
888,888,everything is for bihar election,0,2025-06-03,10:49:48,[0.979972],0.0,['assertive'],['assertive']
889,889,pak army is enemy for its own nation,1,2025-06-01,13:53:38,[0.9799753],0.0,['assertive'],['assertive']
890,890,"bro always big respect for you from pakistan but one mistake in this video relating the jets which i hope so you have done mistakenly not intentionally…
first of all quoting the us officials … according to them atleast 2 indian jets were down by pakistan but you did not mentioned the word atleast…
secondly one of bjps active member admitted that 5 indian jets are downed but you did not mentioned that…
thirdly you misinterpreted the statement of nyc times that india and pakistan claimed big but damage is less that was in respect of military installations not the jets as india was claiming 11 airbases but nyc times verified 4 to 5 and only damage on runways and aircraft hangers and pakistan also claiming big about the airbases which was verified by nyc times that limited damage to only 4 indian bases in this article not a single time the word jet was discussed but you used this article to cover the controversy of jets … i hope it was a mistake not intentional…",0,2025-06-03,09:10:19,[0.9799771],0.0,"['assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive']"
891,891,you used what many systems and missiles and still nothing went down faster than a raffale,0,2025-06-03,06:17:26,[0.9799945],0.0,['assertive'],['interrogative']
892,892,you are a cheater,0,2025-06-02,07:30:10,[0.982957],0.0,['assertive'],['interrogative']
893,893,"still you missed the fact where endian army attacked innocent civilians, more then 200 israel made indian drones were sent on civilian locations which 99% were shot down
there would be war again on indus water treaty
will see then
stop spreading one sided agenda
hypocrisy is still at its peak from you in this matter",0,2025-05-31,22:28:50,[0.98304033],0.0,"['assertive', 'assertive', 'assertive', 'imperative', 'assertive']","['assertive', 'assertive', 'assertive', 'imperative', 'assertive']"
894,894,you are right,0,2025-05-31,07:35:54,[0.98274493],0.0,['assertive'],['interrogative']
895,895,you are right,0,2025-05-31,09:44:57,[0.98274493],0.0,['assertive'],['interrogative']
896,896,you are right,0,2025-05-31,19:35:59,[0.98274493],0.0,['assertive'],['interrogative']
897,897,look indians how you all support balochistan in comments and recently they bombed a school bus in which children got killed,0,2025-05-31,20:20:02,[0.9827469],0.0,['assertive'],['assertive']
898,898,you're my favourite person sir because of your explanation it's really not fake,0,2025-05-31,09:26:55,[0.9827533],0.0,['assertive'],['assertive']
899,899,"why are you talking about things going on inside india?
this was only supposed to be a response to pakistan",3,2025-06-07,17:44:57,[0.9827572],0.0,"['interrogative', 'assertive']","['interrogative', 'assertive']"
900,900,tell them about indian aircraft,0,2025-05-31,10:44:12,[0.98276556],0.0,['imperative'],['imperative']
901,901,you are right,3,2025-05-31,08:27:13,[0.98274493],0.0,['assertive'],['interrogative']
902,902,"i am pakistani and i am watching your video since 2022 your are absolutely right phlgam attack was executed by pakistani army
we pakistani also tired of this army roles in our country",1,2025-05-31,20:11:36,[0.983031],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
903,903,"i have a question and anyone who knows can answer, so that's
why we humans are trying to break nature's basic rules of living a life?
""hunger of power didn't stop, and never will stop""",1,2025-05-31,08:22:54,[0.98302],0.0,"['assertive', 'interrogative', 'assertive']","['assertive', 'interrogative', 'assertive']"
904,904,ok i appreciate that you raise voice for gaza and i also agree that pakistan somehow targeted civilians but why don't you agree that india also targeted pak civilians,1,2025-05-31,08:01:28,[0.9830449],0.0,['interrogative'],['interrogative']
905,905,dhruv rathi is becoming prime minister of world,0,2025-05-31,08:10:31,[0.98304635],0.0,['assertive'],['assertive']
906,906,are you right brother,0,2025-06-02,03:49:38,[0.98304826],0.0,['interrogative'],['interrogative']
907,907,sir plzz reply my question my question is how can i earn as teen boy with a proper job,0,2025-05-31,08:54:36,[0.9830693],0.0,['interrogative'],['assertive']
908,908,why you never mention the fact that innocent civilians died in the attacks by india,0,2025-05-31,18:53:35,[0.98307294],0.0,['interrogative'],['interrogative']
909,909,please tell me how many aircraft shutdown by pakistan,1,2025-05-31,19:35:10,[0.9830732],0.0,['assertive'],['assertive']
910,910,you said pakistan army is responsible for this could you please explain how ?,0,2025-06-01,09:59:04,[0.98308045],0.0,['interrogative'],['interrogative']
911,911,11:40 one lady in my neighbour village died in that attack,11,2025-05-31,07:50:52,[0.9830874],0.0,['assertive'],['assertive']
912,912,"no bro, not when you spoke against government but people",0,2025-06-07,13:09:47,[0.98310024],0.0,['assertive'],['assertive']
913,913,"i'm from pakistan , big fan of you, you're doing a great job but you know better you can't say something is obvious even you heard and seen by yourself, even the things you heard by your ears and seen with your eyes can be wrong, the things you're sharing can be wrong, reality or truth also can be made by media or people, that's why you cant always blame pakistan for this
we need obvious proof that pakistani govt done it
and your army killed innocents in pakistan, 9 and 7 years old children can't be terrorists, i'm shocked why didn't you mention it in your video, if you're really intellectually honest",0,2025-05-31,08:30:21,[0.9831067],0.0,"['assertive', 'assertive', 'interrogative']","['assertive', 'assertive', 'interrogative']"
914,914,why not you went for neutral investigation?,0,2025-05-31,10:16:11,[0.98305535],0.0,['interrogative'],['interrogative']
915,915,this is better video than before,0,2025-05-31,12:40:42,[0.9830563],0.0,['assertive'],['assertive']
916,916,skinwalker ranch is really a serious topic which you skip ; i think,1,2025-06-06,17:22:41,[0.9828996],0.0,['assertive'],['assertive']
917,917,"according to you after this phalgam attack muslims are being targeted by hindu fundamentalists but what about the cases of murshidabad where hindus are being targeted by the muslims, men are beaten up or killed, women are raped, houses are destroyed people have to flee from their village that you are not able to see or you have shut your eyes in the case murshidabad
please make a video in the case of murshidabad",0,2025-05-31,17:41:13,[0.9829182],0.0,"['interrogative', 'assertive']","['interrogative', 'assertive']"
918,918,"this video clarifies alot but this video didnt clarifies the indian claim of attack on only terrorists sites
out of 9 attack sites in pakistan 3 of them are mosques
and 2nd thing i was expecting you to talk about the bus attack in balochistan which was conducted by bla ( indirectly supported by raw)
as a whole this video clarifies alot of things but some things are not clear as they should be",0,2025-05-31,12:08:53,[0.9829209],0.0,"['assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive']"
919,919,"still the question is same:
who revoke the security from the tourist site
 as it was prone to be attacked
how they managed to penetrate around 100 150 km inside the loc",0,2025-05-31,07:55:45,[0.9829354],0.0,"['assertive', 'assertive', 'interrogative']","['assertive', 'assertive', 'assertive', 'assertive']"
920,920,you fall from eyes as rafale,1,2025-06-01,16:21:39,[0.9829376],0.0,['assertive'],['assertive']
921,921,"pakistanis were with you until you told facts not propaganda
we pakistani criticize our own people on wrong doing
you have not mentioned that pakistan offered an independent investigation of pahalgam",2,2025-06-02,09:35:52,[0.98293775],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
922,922,"you are here to fool everyone
the thumbnail is written in one way and the story inside is told in another way
all your energy has gone out from within",1,2025-06-01,21:04:37,[0.9829454],0.0,"['assertive', 'assertive', 'assertive']","['interrogative', 'assertive', 'assertive']"
923,923,"my only question to dhruv bhai, if the terrorists were connected to pakistan then why did india decline the offer of an independent investigation by pakistan ?
if this was the case then the matter would have been for the whole world to see
please do respond to my question, thank you",38,2025-06-01,00:41:46,[0.9818048],0.0,"['interrogative', 'assertive', 'assertive']","['interrogative', 'assertive', 'imperative']"
924,924,your resources from indian army that has been saying f16 shot down but you tell me is it fact or false brother i can understand that you need indian views so you can't go against india but the fact is indian modi government is the bone of contention that's it,0,2025-05-31,10:23:24,[0.9818092],0.0,['interrogative'],['interrogative']
925,925,"""dhruv rathe thinks he's a comedy king just because he roasted pakistanis
newsflash: your jokes are as stale as your knowledge about our culture
maybe focus on learning about the 2nd largest muslim population in the world before trying to roast us",1,2025-05-31,13:13:28,[0.9818099],0.0,"['assertive', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive']"
926,926,where is counter?,0,2025-05-31,12:55:19,[0.98319495],0.0,['interrogative'],['interrogative']
927,927,still you don't talk about pakistan civilian killed in your operation tandoor and you don't watch any reply of pakistani youtuber so still you are trying to save your channel,0,2025-06-01,05:20:38,[0.9817617],0.0,['assertive'],['assertive']
928,928,bihar election is next video,0,2025-06-01,06:27:18,[0.981571],0.0,['assertive'],['assertive']
929,929,"feeling very sad for pakistanis even what should we even do for these pakistanis clowns?
everyone is fooling them such as their religious leaders, politicians and army officers
their whole life was, is and will be a lie, from jinnah to asim munir to one who will be chosen as a leader in the future of pakistan",1,2025-06-01,03:49:21,[0.98157275],0.0,"['interrogative', 'assertive', 'assertive']","['interrogative', 'assertive', 'assertive']"
930,930,"yes,this is absolute video to balance the lies of previous video today video was much better but still not shwoing facts
why you are not talking about the 20 innocent people who was killed in missile strikes this is absolutely shameful",0,2025-05-31,15:28:38,[0.98158044],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
931,931,"so called lame nationalism it's maybe a falls flag operation what the indian army did in pahalgam, under the pretext of which they attacked pakistan",0,2025-05-31,17:34:25,[0.9815804],0.0,['assertive'],['assertive']
932,932,you are right sir,0,2025-05-31,12:25:31,[0.98159444],0.0,['assertive'],['interrogative']
933,933,are you right sir,0,2025-05-31,07:44:47,[0.98159444],0.0,['interrogative'],['interrogative']
934,934,"this biased man again didn't talk about the children died in indian attack
fuk off you child killer sympathizer",0,2025-05-31,09:01:51,[0.98160475],0.0,"['assertive', 'assertive']","['assertive', 'imperative']"
935,935,"the pahelgram massacre was orchestrated by india
the first reason is that the pahelgram massacre was actually carried out by the indian government, without investigating who carried it out
it was done by pakistan
if they had investigated it thoroughly in 2-3 days and said that it was the pakistani army or its allies, then maybe we would have believed it, but without any good reason, the indian government is directly saying this
and the only way to do this, in my opinion, is to ignore the news about israel's massacre of palestinians and focus on this: the israeli market is completely down right now
this pahalgram is being massacred to remove the news of israel so that all the news now gets diverted between pakistan and india
you all know that india and israel are brothers",0,2025-06-02,12:36:00,[0.9816089],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'imperative', 'assertive', 'assertive']"
936,936,"pakistan did not attack the civilian sites at all
drone attack was also started by ibdia
s-400 were destroyed by pakistan
all pakistani missiles hit the targets in india lethally
india came on knees and begged for cease fire",0,2025-06-01,05:34:23,[0.9828962],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
937,937,"i agree with you dhruv and you're absolutely correct, been watching you since years",133,2025-05-31,09:03:31,[0.9830587],0.0,['assertive'],['assertive']
938,938,"why don't you investigate about rafail?
speak truth please",0,2025-05-31,15:19:56,[0.9830605],0.0,"['interrogative', 'imperative']","['interrogative', 'imperative']"
939,939,his logic world is not accepting india did a false flag operation when actually the world is trying to say pakistan has nothing to do with this ( which eventually means it is a false flag),0,2025-05-31,16:43:48,[0.98167],0.0,['assertive'],['assertive']
940,940,"first of all we as a pakistani condemn this phalgam attack
it is completely wrong weather it happens in india or pak or gaza or america but the thing is it is not authentic that pak millitary is involved in all this
coz it also makes its image bad so why would they want",1,2025-05-31,08:05:02,[0.9817006],0.0,"['assertive', 'interrogative']","['assertive', 'assertive', 'interrogative']"
941,941,"from pakistan, you're absolutely right!",63,2025-05-31,09:18:00,[0.98162097],0.0,['assertive'],['imperative']
942,942,"oh plzz you are not even journalist i wonder why when so much indians are fascinated by you are not a journalist just a youtuber with his cheap tactics
we don't care about you",0,2025-05-31,14:44:02,[0.982044],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
943,943,this video is not about fact this is about your patriotism and it is a good thing that you are a patriot,0,2025-05-31,12:07:06,[0.98204833],0.0,['assertive'],['assertive']
944,944,"to know all this, you will have to go not to the future but to the past, my brother
in the past, there was a brutal occupation of kashmir by the indians
and if the kashmiris are doing something like this for their rights, then you should ask them why they are blaming pakistan",1,2025-05-31,14:58:19,[0.9820622],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
945,945,who take pakis seriously,0,2025-05-31,08:30:24,[0.98206437],0.0,['assertive'],['interrogative']
946,946,"you did not say anything about those pakistani women who have entered india and are married to indian muslims and are reproducing at their full potential
those pakistani women and their children have now become indians by their aadhar card but are pakistani deep down in their heart of hearts since its a human nature to feel attached to your mother's side of relatives
they did not say a word in favour of hindus and still try to defend the jihadist teachings of islam
their children when grow up will undoubtedly possess a threat to indian's sovereignty and security because half of their chromosomes are from a pakistani female
don't you think such children along with their mothers and indian fathers be respectfully deported to pakistan?
when will you start speaking on the root cause of this communal divide in india?
a muslim both whose parents are from india is never going to be a threat to the country but think of this scenario
stop critising the hindus and make videos on real issues",1,2025-05-31,13:48:34,[0.98206794],0.0,"['interrogative', 'assertive', 'assertive', 'assertive', 'interrogative', 'interrogative', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive', 'assertive', 'interrogative', 'interrogative', 'assertive', 'imperative']"
947,947,it was a false flag operation and no doubt in it,0,2025-06-07,08:10:58,[0.9817747],0.0,['assertive'],['assertive']
948,948,"these are not proofs come on
i should agree they may belong to pk but there is nothing to do govt of pk",0,2025-06-04,08:54:23,[0.98179376],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
949,949,"what are you saying, brother?
according to our news channels, our military has completely destroyed half of pakistan
where is pakistan left?
nothing is left",0,2025-05-31,08:00:08,[0.98179895],0.0,"['interrogative', 'assertive', 'interrogative', 'assertive']","['interrogative', 'assertive', 'interrogative', 'assertive']"
950,950,what's about 0-7,0,2025-05-31,12:09:42,[0.98180044],0.0,['interrogative'],['interrogative']
951,951,"what makes you think that extremism is bad and who has the right to declare things right and wrong the game goes way beyond that all of this ism's are a way to control masses
its always what suits the elites or controllers
the world is their farm and we are their sheeps",1,2025-06-05,07:29:17,[0.98180324],0.0,"['interrogative', 'assertive', 'assertive']","['interrogative', 'assertive', 'interrogative']"
952,952,"mentioned points are correct
 our politicians are spreading such hatred for their political ambitions and poor people are accepting and getting motivated",1,2025-06-02,06:20:12,[0.9825438],0.0,['assertive'],"['assertive', 'assertive']"
953,953,"dhruve, i respect your point of view, but some of our both side factual voices should stay unbiased in the previous video your point of view was very biased
we have syed muzamil shah in war time his point of view never changed",0,2025-05-31,09:14:33,[0.9816774],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
954,954,who hacked trf website and why don't you tell your audience about deletion of that post,0,2025-05-31,11:59:21,[0.9816196],0.0,['interrogative'],['interrogative']
955,955,"you said, you don't read books, you are not journalist thats why credibility falls to an utmost lower level",0,2025-05-31,10:38:31,[0.98170316],0.0,['interrogative'],['interrogative']
956,956,13:49 i am not confirmed but i think the writer is pakistan origin and the us official name was not mentioned please check it,0,2025-05-31,14:37:43,[0.98162585],0.0,['assertive'],['assertive']
957,957,just forget about what you think and be sane,0,2025-05-31,21:40:54,[0.9816365],0.0,['imperative'],['imperative']
958,958,"not a satisfactory response to pakistani, you didn't answered to the genuine questions raised by pakistani",2,2025-05-31,14:37:50,[0.9816371],0.0,['assertive'],['assertive']
959,959,you are actually wrong this time,0,2025-06-01,11:30:59,[0.98164034],0.0,['assertive'],['assertive']
960,960,"pakistani people are fighting for their rights and democracy
imran khan is in jail from almost 3 years
we are not accepting this form 47 government and never believed them
we always criticize them
people are not allowed to speak on social
people are trying speak against military establishment or dictatorship
we never believe this form 47 government
but your last video was biased and india wich we used to know as democratic country is now becoming same as ours
we pakistanis trying very hard to restore democracy in pakistan and get our rights if you do research",2,2025-06-01,06:42:02,[0.98164344],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
961,961,just classy and based on facts !,0,2025-05-31,10:49:32,[0.9816543],0.0,['assertive'],['imperative']
962,962,"software updated successfully by pakistan
he had to make a video to please pakistani viewership",1,2025-05-31,09:30:33,[0.98165566],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
963,963,much awaited video,0,2025-05-31,11:53:13,[0.98161066],0.0,['assertive'],['assertive']
