,text,likes,Date,Time,confidence,language,script
9915,what about bengali hindus,0,2025-06-01,12:26:12,[0.79856926],English,Roman
9916,still hollow and shallow facts and figures,0,2025-06-01,12:26:55,[0.9288976],English,Roman
9917,"ap pakistan ki situation ma videos banao jase apne election s phly india k lye banai thi proper facts k sth..banae or youtube py daly..
sach btaty rahy.. log sach psnd krty hn
love from lahore",0,2025-06-01,12:27:09,[0.4294475],English,Roman
9918,apko shram nahi aa rahi jhut bolta hua?,0,2025-06-01,12:27:39,[0.46063483],English,Roman
9919,"greetings to those who follow the instructions
i am one of the regular listeners of your channel
i belong to pakistan
you have made a big mistake in this video of yours
whoever carried out the pahalgam attack, no child died
most of them belonged to the indian army
why did the killers not kill children?
this is a big question in itself
where did mercy come from among the terrorists?
i mean they were not terrorists
they are fighting for their freedom
the indian army martyrs the children and women of these muslims every day
and if they give any response against them, how did they become terrorists?
the second thing is that the attack that the indian forces carried out in collaboration with the pakistani traitors after the pahalgam attack was not on any military place
rather, it was carried out on mosques
four innocent children, their mother and an innocent person were martyred in them
the special feature of hindus is that they consider every powerful person as god
they oppress every weak person
muslims are being martyred every day in india
our mosques and madrasas are being demolished
girls are raped and murdered
the hindus there, under the supervision of the police, are oppressing muslims like israel
if india had directly targeted our army, i would have thought india would be brave
but hindus never give up their role",0,2025-06-01,12:28:25,[0.98227507],English,Roman
9920,bhai is video me tumne real deshbhkti or farji deshbhakti be difference clear kr diya salute to u,0,2025-06-01,12:28:49,[0.6702929],English,Roman
9921,,0,2025-06-01,12:29:03,[0.9875925],Haitian Creole,Roman
9922,jai hind,0,2025-06-01,12:29:06,[0.30589724],German,Roman
9923,im from pakistan and like your content and i agree with you,0,2025-06-01,12:29:08,[0.92879957],English,Roman
9924,"arey ap ne kon se nai baat btai hi pakistan ke barey mei hamey ap se ziyada pta hi jo kuch yaha hota hi
lekin ap sirf indian logo ke nuksaan ke barey bta rahe ho pakistan ke barey mei btate",0,2025-06-01,12:29:10,[0.1057986],Indonesian,Roman
9925,"there is no logic in his video, i didn't see him speak in favour of india
thats is why muslims are appreciatiy him
now i see he is not neutral",0,2025-06-01,12:29:25,[0.9980225],English,Roman
9926,bhartiya ekta zindabad,0,2025-06-01,07:58:52,[0.26258296],English,Roman
9927,sir ji created by video iit baba ji per,0,2025-06-01,07:59:00,[0.9000176],English,Roman
9928,3:25 yeah bro  india na krwa h,0,2025-06-01,07:59:12,[0.27377772],English,Roman
9929,i agree with you of all things but i disagree with that ke india nai pakistan ke terrorists alako pe atack kia hai,0,2025-06-01,07:55:37,[0.8117181],English,Roman
9930,"i am your big fan, also i am a hindu according to you pakhandi belongs to only hinduism not any other religion",0,2025-06-01,07:55:41,[0.89993244],English,Roman
9931,good to see you love for bharat and modi now,0,2025-06-01,07:55:45,[0.9235325],English,Roman
9932,(),0,2025-06-01,07:55:50,[0.40965268],French,Roman
9933,"he is giving 1 sided view
biased view",0,2025-06-01,07:56:23,[0.98831165],English,Roman
9934,?,0,2025-06-01,07:56:43,[0.9512801],French,Roman
9935,"yrr dhrue mai tere ko bhut sunta tha but in reality tu bss ek tarfa bat krta hai bro
i know rss bajrang dal ke kch log bhut extremist hai but at the same side, islamic extremists bhi exist krte hai india me
and with fact mai ye proof kar skta hun ki india ya all over world me islam ek problem ban chuka hai",0,2025-06-01,07:56:56,[0.46542126],English,Roman
9936,chal bhag beghairat,0,2025-06-01,07:57:01,[0.8091603],English,Roman
9937,saty vachan,0,2025-06-01,07:57:42,[0.37224907],French,Roman
9938,al zazeera is fake channel,0,2025-06-01,07:57:48,[0.7197414],English,Roman
9939,jimmewaari  zimmedari,0,2025-06-01,07:58:26,[0.55856234],Dutch,Roman
9940,"video pehle to atcha lagta hai
lekin bad main dhire dhire political zone main chala jata hai
operation sindoor kahi kho gaya bhai end tak",0,2025-06-01,07:58:32,[0.6365078],English,Roman
9941,itni buri tarah se debunk kia hai pakistani youtuber eon ne muzzammil shah ne k mosoof ko dobara video banana parh gayi bokhlahat main,0,2025-06-01,07:58:36,[0.18872677],English,Roman
9942,why india aur pakistan ke bare mein nuclear ke bare mein kuchh batao,0,2025-06-01,07:58:38,[0.16249812],English,Roman
9943,"wo tho bataya jo pata nahi ke such tha b ke nahi pakistan ke khelaph, aur wo jo masoom bache aur logo ko indian missiles ne target kiya pakistan mai wo tho bataya hi nahi
phir bolthe ho ke mai tho sirf such bolta ho chaye wo china ho ya us ho
aur wo b batao na jo india mai minorities ke sath horah hai
and at the go to hell",0,2025-06-01,12:25:46,[0.13191137],English,Roman
9944,"dunia ki jhooti qoum,hindu",0,2025-06-01,12:25:51,[0.18923388],German,Roman
9945,jai hind,0,2025-06-01,07:51:28,[0.30589724],German,Roman
9946,main hun bharat ka musalman love u bharat,0,2025-06-01,07:51:50,[0.39630872],English,Roman
9947,,0,2025-06-01,07:52:07,[0.9875925],Haitian Creole,Roman
9948,"your genius dhruv sir
my respect for you",0,2025-06-01,07:53:02,[0.8487716],English,Roman
9949,"this guy has a big mouth, and idiot hindus watch in tens of millions, and he is making huge money with bullsheeting",0,2025-06-01,07:53:28,[0.9630363],English,Roman
9950,"bhartiya ekta zindabad
from bihar",0,2025-06-01,07:53:31,[0.65659267],English,Roman
9951,"250km under ghus k koi bhi ""begunah logo ko"" maar k nikal jata, or ap pakistan ko mujrim proof karne main time he zya kiye ja rahen hen,, ""ap se matlab indian awam"" ap apni military/govt se sawal karen,, or sikkay(coin) ka doosra rukh pehchan ne ki koshish karen,,, k her aisa attack se mainly kis ka faida hota hai?
?
think again bro",0,2025-06-01,07:53:44,[0.45353428],English,Roman
9952,jb pakistan ka flag sdko pe chipkaya ja rha tha to kuch log usko apne sine se lga rhe the ak video desh k un gdaaro pr bhi bna do,0,2025-06-01,07:53:58,[0.06700005],Welsh,Roman
9953,"bewakoof jo hamara logo pr, bacho pr is ka ilawa masjido pr hamla kia tha wo dehsad gard ka tikana tha",0,2025-06-01,07:54:02,[0.15717228],English,Roman
9954,legend_ dhruv_rathee,0,2025-06-01,07:54:07,[0.38763177],English,Roman
9955,"being as pakistani
your videos are based on 100%reality",0,2025-06-01,07:54:30,[0.99255216],English,Roman
9956,"dhruv ji , do u live in germany ?",0,2025-06-01,07:54:37,[0.5965756],English,Roman
9957,"15:07 same mistake from previous video, i think education is ban in india",0,2025-06-01,07:54:38,[0.9579123],English,Roman
9958,expose ani,0,2025-06-01,07:54:52,[0.6227804],English,Roman
9959,,0,2025-06-01,07:49:06,[0.9875925],Haitian Creole,Roman
9960,akash missile ke baare me information dete time video thoda cut hua hai,0,2025-06-01,07:49:17,[0.3876863],English,Roman
9961,"india ka log jo balochistan ma atangwand hamla krtha ha
ab in sab ka hathma ho gha..",0,2025-06-01,07:49:23,[0.18163502],English,Roman
9962,"you simpy need to read indian twitter to read what common indian thinks , you are an exception",0,2025-06-01,07:49:36,[0.9126059],English,Roman
9963,pichle video me mullon ne gariyaya to special video le k aaya hai balance krne,0,2025-06-01,07:49:56,[0.41337404],English,Roman
9964,"ani  asian news international no
ani always need income yes",0,2025-06-01,07:50:18,[0.6851897],English,Roman
9965,hum ashe muslim bhai ko apne bhai mante hai par tum nafarat felate ho,0,2025-06-01,07:50:25,[0.11932652],English,Roman
9966,sir india kese backed bla ko karta hai is pe video banao,0,2025-06-01,07:50:26,[0.35000592],English,Roman
9967,now you r biased on regular basis regretful,0,2025-06-01,07:50:33,[0.8219228],English,Roman
9968,apnee army ko bhi app apnaee mulk kaee leya dangerous kah saktaee hoo  nahee abb app ko famous hona haee india maee isliya,0,2025-06-01,07:50:49,[0.46792534],English,Roman
9969,you lost your credibility bro..!,0,2025-06-01,07:50:51,[0.8435356],English,Roman
9970,banned  karo rathi ko,0,2025-06-01,07:50:59,[0.6167316],English,Roman
9971,jai hind,0,2025-06-01,07:51:15,[0.30589724],German,Roman
9972,ye bhi batao jo cnn or bbc news ne bataya jo pakistan ne rafael giraye pakistan ne,0,2025-06-01,07:51:16,[0.13754125],Sundanese,Roman
9973,9: 29 baba be like mujhe kyu toda ..,0,2025-06-01,12:29:54,[0.6221709],English,Roman
9974,salute to our national heroes called indian army,0,2025-06-01,12:30:02,[0.90514946],English,Roman
9975,modi sarkar,0,2025-06-01,12:30:22,[0.17973202],English,Roman
9976,apko views chye hty abi acha tarika dhonda ha,0,2025-06-01,12:30:29,[0.22136973],English,Roman
9977,"fateh missiles will always haunt india,",0,2025-06-01,12:31:43,[0.75026476],English,Roman
9978,love you brother,0,2025-06-01,12:31:55,[0.8575773],English,Roman
9979,"still wohi typical indian face
dhruv you're a true indian",0,2025-06-01,12:32:07,[0.8494451],English,Roman
9980,"please also give the reference of any clause from the united nations charters that makes a country entitled to carry out a precision strike on another country
thanks",0,2025-06-01,12:32:27,[0.90199304],English,Roman
9981,6 jets destroyed,0,2025-06-01,12:32:38,[0.7927226],English,Roman
9982,chup bedeshdrohi,0,2025-06-01,12:33:50,[0.5933102],English,Roman
9983,you are always welcome to criticise pakistan but criticism must be based on facts,0,2025-06-01,12:33:54,[0.97303426],English,Roman
9984,"6 raffle vs nill ,indian flag  ,s400 destroyed, important airbases destroyed and tea was fantastic
i have a videos",0,2025-06-01,07:48:34,[0.88181394],English,Roman
9985,"if pakistani army is responsible for pelham attack then why not india bring any solid proof against pakistan
why not india allowed any neutral investigation which was offered by pakistan",0,2025-06-01,07:48:41,[0.9598969],English,Roman
9986,im really confuse about this,0,2025-06-01,07:48:42,[0.81788474],English,Roman
9987,ab aya na mzaa pakistaaan nyy hmein pr hmala kardia modi vs godi all indians,0,2025-06-01,07:48:42,[0.12749489],English,Roman
9988,"we don't say that trf was not behind it
we say its not pakistani",0,2025-06-01,07:41:56,[0.99667996],English,Roman
9989,ek video barma myanmar par ho jaye,0,2025-06-01,07:42:05,[0.7216291],French,Roman
9990,bro i truly believe on you,0,2025-06-01,07:42:11,[0.90482706],English,Roman
9991,india  buzdil,0,2025-06-01,07:43:52,[0.16713251],English,Roman
9992,"banday ko apni sehat k mutabik baat krni chahiye
sari dunia jhooth bol rahi hai or ye kafir such bol raha hai
gobar bhakt gobar hi khaye ga or phir jo geses dimagh me banein gi usi se esi videos banti hai",0,2025-06-01,07:43:57,[0.19862255],English,Roman
9993,lekin modi hi ye sab kiya bhai,0,2025-06-01,07:44:36,[0.25981092],Kannada,Devanagari
9994,plz dhruv rathee one video for parachinar tradegy in pakistan,0,2025-06-01,07:45:25,[0.6367483],English,Roman
9995,what a researchment,0,2025-06-01,07:45:30,[0.862161],English,Roman
9996,jhota sala.. 6 jets down in india,0,2025-06-01,07:46:25,[0.6426914],English,Roman
9997,dhruv rathee jahan ap itni info le sakty ho to phir apni videos me btao na kitny rafael giree,0,2025-06-01,07:47:12,[0.2994896],English,Roman
9998,is ko modi ne bhari amount di hai,0,2025-06-01,07:47:42,[0.80013317],Italian,Roman
9999,finally u realised,0,2025-06-01,12:29:31,[0.89710623],English,Roman
10000,woh tu btayo keh indea ke hmlo m pakistan ke masoom bacha bhi mara g,0,2025-06-01,12:29:44,[0.17960766],English,Roman
10001,can you ask your sarkar how many rafales shoot down and why modi g agreed for cease fire do you have guts,0,2025-06-01,12:34:34,[0.9286226],English,Roman
10002,"our prime minister has no currage a single peess conference in11yeara rule
fate of democracy un insia",0,2025-06-01,12:34:34,[0.8934747],English,Roman
10003,"sir aapse anurodh hai ki ek video hamare desh ke engeneering college ka bura hal aur coaching ki loot
aur engeneering padhne ke baad 10000 ki naukri karna kaha tak sahi hai coaching vale kitna lut rahe aur government kya kar rahi hai is par par ek video banaiye please sir",0,2025-06-01,12:34:45,[0.49335206],English,Roman
10004,he is licking now godis shoes deep inside he knows what is right and what is wrong,0,2025-06-01,12:35:11,[0.9811747],English,Roman
10005,,0,2025-06-01,12:35:19,[0.9875925],Haitian Creole,Roman
10006,agreed bro,0,2025-06-01,12:35:25,[0.5885223],English,Roman
10007,love from pakistan  hamesha sach bolna or sach karwa hota hai,0,2025-06-01,12:35:35,[0.5467406],English,Roman
10008,bhai khush rho bus thori tameez b honi chahiye,0,2025-06-01,12:35:53,[0.5260309],English,Roman
10009,"i am pakistani
bilkul sahii kaha ap ny..",0,2025-06-01,12:35:57,[0.1659796],English,Roman
10010,,0,2025-06-01,12:36:41,[0.9875925],Haitian Creole,Roman
10011,dhruv is so uneducated that he doesn't even know that a separatist group and a state are two separate things,0,2025-06-01,12:36:47,[0.98597956],English,Roman
10012,next video on ani please dhruv sir expose ani in next video,0,2025-06-01,12:36:56,[0.8933854],English,Roman
10013,,0,2025-06-01,12:37:03,[0.9875925],Haitian Creole,Roman
10014,"very very, truth information, thanks you rathee",0,2025-06-01,12:37:09,[0.8946126],English,Roman
10015,"dhruv bhai, please make a video on india-pakistan friendship too you have great influence in both countries
let’s spread some positivity and imagine what it would be like if india and pakistan formed a union like the european union
taa ki awaam/janta ko pata chal sakay k larai me nuqsan aur dosti me kitny faiday hain
aik fantasy video ho jaye
:d",0,2025-06-01,07:41:54,[0.8061743],English,Roman
10016,hahahaha before that i know u make truly video but today i confirmed you are give fake information,0,2025-06-01,07:41:55,[0.9248453],English,Roman
10017,so-called-hinduon se to khud self declared vishvaguru bhi nahi bach pa rahe hai  unhe content chahiye bas chahe hamare pm ki trump ji insult hi kyun na kare,0,2025-06-01,07:38:08,[0.22855392],English,Roman
10018,expose ani media double standards:,0,2025-06-01,07:38:35,[0.66728693],English,Roman
10019,shut up,0,2025-06-01,07:38:45,[0.8360785],English,Roman
10020,"everything was perfect but as u always said that indian media spreading wrong news always but when u told everything in previous videos all information and things were picked by indian media u had not any external information so it does not mean what u told and did everything was good and now u are wrong about pak army
u just said everything wrong as ur media says everytime so just we have to suffer these kind of things what u said abou pak army
fun fact is everyone knows everything about your media and now about you
i swear u did good job in past but trust me this time ur not in right path please don't be silly this time",0,2025-06-01,07:39:03,[0.9854482],English,Roman
10021,make vedio on baloochistan,0,2025-06-01,07:39:52,[0.21416384],Italian,Roman
10022,"indian psychology be like
if trump imposes tariff on india, they will start calling him pakistani too",0,2025-06-01,07:40:00,[0.8272021],English,Roman
10023,poor information you have bro,0,2025-06-01,07:40:09,[0.9317553],English,Roman
10024,what is your opinion about those girl who live in india but they remove suar pakistan jhanda from road ?,0,2025-06-01,07:40:14,[0.92186266],English,Roman
10025,"7:56 bhai jo civilians pakistan ma shaheed huay un k bhi tw zikr karain naa?
?
sirf indians k civilians he masoom h?
pakistan k civilians kia masoom nhii?
apke bss isi hypocrisy k zikr hm pakistani karr rahe hainn!",0,2025-06-01,07:40:18,[0.30269057],English,Roman
10026,"kabhi pakistan me hue hinduo par atyachar par bhi video bana do bhai jan
99% achhe hindu nahi dikhate tumhe 1% galat logo ko dikha kar kisko kush karna chahte ho
kash tum bhi us din pahalgam me hote",0,2025-06-01,07:40:25,[0.15263394],English,Roman
10027,"our mentality, not like indian people we know this game very well",0,2025-06-01,07:40:48,[0.9772191],English,Roman
10028,"apne indian ko mare gai woh to batai or sab jhoot bhi bola
bai jo be qasoor pakistani log mare gai inka to apne zikr nhn kia
or apne jo isreal wale drons wahan tak puhchaya jahan psl ke matches horahe the woh to nhn batata
abhi bhi ap pe yaqeen karen or ap jo baq rahe ho pakistan ke khilaf us pe hum yaqeen karen
thori to sharam kro",0,2025-06-01,07:40:53,[0.30053642],English,Roman
10029,,0,2025-06-01,07:41:09,[0.9875925],Haitian Creole,Roman
10030,brother yeh to btaado india kay kithney jets girey hai,0,2025-06-01,12:34:07,[0.71943814],English,Roman
10031,india ko kahe balochistan ko chhode i,0,2025-06-01,12:34:20,[0.22681518],Welsh,Roman
10032,mere sawalo ka jawab do,0,2025-06-01,07:33:51,[0.31478015],Tagalog,Roman
10033,pak tension mt le bhai hm indian single nipta denge,0,2025-06-01,07:34:01,[0.3470289],English,Roman
10034,this is the news channel on which we can trust even after closing it,0,2025-06-01,07:34:23,[0.9866064],English,Roman
10035,secularism is india's positive and negative point both,0,2025-06-01,07:34:55,[0.9357493],English,Roman
10036,where is your answer to pakistani creators - you just again made a simple video explaining the events and even cited some of them from hindustan times lol,0,2025-06-01,07:34:56,[0.9571267],English,Roman
10037,"a manipuri bsf especially meitei sacrificed his life for the motherland but no protection of meitei hindu from indian govt
please take action on illegal immigrant kuki which were made votebank by congress from past 20 years save manipur save india jai hind",0,2025-06-01,07:35:17,[0.9431424],English,Roman
10038,"jai hind
jai bharat",0,2025-06-01,07:35:20,[0.16787344],English,Roman
10039,kameena pan clearly dikhai de raha hai tere face par,0,2025-06-01,07:35:27,[0.41745365],French,Roman
10040,pakistan zindabad,0,2025-06-01,07:35:27,[0.5192127],English,Roman
10041,trf is indian held kashmiri group,0,2025-06-01,07:35:35,[0.95404893],English,Roman
10042,"dhirendra shashtri ko pakhnadi kahne se pahle khud ke andar jhank le,uske baad kisi ke baare me kuch kehna, tum bhi kisi political party se sponcer ho isliye indian govt ke khilaf aur hindu dharm ke khilaf vedio banate hai,lanat hai tumhare hindu hone par",0,2025-06-01,07:35:55,[0.11279576],English,Roman
10043,nai,0,2025-06-01,07:37:02,[0.20077346],Asturian,Roman
10044,proud to be indian muslim,0,2025-06-01,07:37:19,[0.68396795],English,Roman
10045,20:29 ma sir kisi local ka sath( kasmiri) ka help sa hii na wo log anadar aya hoga nhi to kasaa hii asakta ha wo log,0,2025-06-01,07:37:25,[0.17880598],Tagalog,Roman
10046,expose ani,0,2025-06-01,07:37:40,[0.6227804],English,Roman
10047,,0,2025-06-01,07:37:50,[0.9875925],Haitian Creole,Roman
10048,you are godi media no international fact check,0,2025-06-01,07:31:47,[0.6650349],English,Roman
10049,nitesh rajput already posted video on reality of pahalgam terror attack,0,2025-06-01,07:31:59,[0.83870125],English,Roman
10050,jajajaja,0,2025-06-01,07:32:00,[0.6153008],Indonesian,Roman
10051,jets ka bara mi kuch bataw?,0,2025-06-01,07:32:02,[0.22009265],Tagalog,Roman
10052,,0,2025-06-01,07:32:12,[0.9875925],Haitian Creole,Roman
10053,"we pakistanis don't need your response but you watched our response early at the morning of 10 may  pakistan zindabad
6 vs nill  loser",0,2025-06-01,07:32:14,[0.957698],English,Roman
10054,again you proved all indian hindus are anti pakistani,0,2025-06-01,07:32:16,[0.8277854],English,Roman
10055,"i am indian muslim, i love my india",0,2025-06-01,07:32:17,[0.33926538],English,Roman
10056,pakistan,0,2025-06-01,07:32:30,[0.5418284],English,Roman
10057,yaar .. i'm also a pakistani but still like u,0,2025-06-01,07:32:31,[0.93857574],English,Roman
10058,"bbai baat yahi he ki tu at the end tu hindutva ke khilaaf he tha or rahega
ek baar mil jaa bhai me fir batata hu tuje",0,2025-06-01,07:32:36,[0.1144226],English,Roman
10059,next video for musirdabad,0,2025-06-01,07:32:37,[0.8278479],English,Roman
10060,pakistan zadabad,0,2025-06-01,07:33:01,[0.36708587],English,Roman
10061,"as a pakistani i agree with dhruv rathee what he said about pakistan army, its true",0,2025-06-01,07:33:32,[0.98512936],English,Roman
10062,"if the first question had been: how did those four terrorists get in and where did they go — and if india had just caught them — then operation sandhwar wouldn’t have even been necessary
but if there were no operation sandhwar, how would modi run his election campaign?
if you had caught those four terrorists, there would've been no deaths or destruction on either side
but modi follows the israeli mindset — always war, war, war",0,2025-06-01,07:33:47,[0.9912045],English,Roman
10063,thank you rathee,0,2025-06-01,12:38:08,[0.54320043],English,Roman
10064,"finally modi bought you, hopefully the price is good",0,2025-06-01,12:38:24,[0.9872333],English,Roman
10065,yeh sara views ka chaker dhruv rathi ka sham on u,0,2025-06-01,12:39:33,[0.7252502],English,Roman
10066,this video is okay but your video about pakistan and india is the video you have lose credibility,0,2025-06-01,12:39:43,[0.9701609],English,Roman
10067,this attack was made by modi and india modi is bad for indina,0,2025-06-01,12:40:21,[0.99736255],English,Roman
10068,tum b sath ana modi k sath,0,2025-06-01,12:41:04,[0.23560509],English,Roman
10069,"eid ke time pe jo rode pe jem kiya tha tab kider the
tab kiyo nehi video banaiya
gali deno ko man karta hein toje bolna hein sabke bareme bol pagel",0,2025-06-01,12:41:13,[0.08845471],Romanian,Roman
10070,"13:58 indian defence chief ne maan liya 6 tayari included rafael india k giraye gaye
- 31 may 2025",0,2025-06-01,12:41:44,[0.7402668],English,Roman
10071,nice,0,2025-06-01,12:44:47,[0.83919656],English,Roman
10072,bhai nepal ki neta ka froud vi expose kardo,0,2025-06-01,12:44:52,[0.11666183],English,Roman
10073,hahahahaha,0,2025-06-01,12:45:01,[0.36218026],German,Roman
10074,"last part of the video just nailed the propaganda of x party dhruv bhai
badly exposed by dhruv rathee",0,2025-06-01,07:31:11,[0.91207284],English,Roman
10075,information are 5050 correct,0,2025-06-01,07:31:30,[0.7707218],English,Roman
10076,dhirendra,0,2025-06-01,07:31:37,[0.13639686],Malayalam,Devanagari
10077,tune tua bi khola hai,0,2025-06-01,07:27:36,[0.6161461],Italian,Roman
10078,bro i agree with your some point but what about congress leader and sp leader who are telling that terriost didn't ask the religions of pahalgam so do the things correctly don't show only one side tell the how congress leader create a narrative for pakistan that terriost didn't ask religions of tourists i known you are working according to your ideology but do it correctly,0,2025-06-01,07:27:47,[0.9630942],English,Roman
10079,ani,0,2025-06-01,07:27:56,[0.98688763],Romanian,Roman
10080,operation flop modi,0,2025-06-01,07:27:56,[0.7582883],English,Roman
10081,i see what you did,0,2025-06-01,07:28:17,[0.9987219],English,Roman
10082,"yeh ab kuch din sy modi government k under pressure hai or ab iski sari videos pakistan k khilaaf ayin gi
mark my words",0,2025-06-01,07:28:35,[0.4544391],English,Roman
10083,"usa changing ind future
usa can never be pakistan ally as usa israel pushing pakistan towards iran and getting close with india
usa gesture with india during indo pak war bcuz of modi was playing its independent role like buying weapons europe russia as well as willing to buy us weapons on his ways but this way not acceptable to trump
trump regime twisted modi and his regime on his white house visit and further more trump gave green light to pak to give shocking shake to modi
now if modi knowingly comeback to usa for indian defence building will going to be massive set back for india as usa will be new east india company
although usa support will be useful for india but in the long run usa will be permanently become partner of india economy and most of indian money will dropping down in usa treasury so as israel will be alongside
this way india will lose everything after 30/40 years
pakistan already struggling to survive by not tilting fully in the chinese arms and maintain balance but seems very unlikely difficult",0,2025-06-01,07:28:44,[0.9638188],English,Roman
10084,koi bhi desh humare desh ke sath q nahi khada ho raha hai,0,2025-06-01,07:28:47,[0.16951676],English,Roman
10085,pakistan mai rules hai ki apni beti ko ek night aka k pas ruk k ane ka ye nya rules leke aya hai pakistan ki army,0,2025-06-01,07:29:25,[0.2169278],English,Roman
10086,dhirendra shastri k baare me beech me kya aa gya ..,0,2025-06-01,07:29:55,[0.14753257],English,Roman
10087,i love my india,0,2025-06-01,07:30:08,[0.21457304],English,Roman
10088,royal families of different countries kayda apna paysa kamata hay or kaysa function karate hay isbarame bhi ek video dijia ga,0,2025-06-01,07:30:15,[0.28613818],English,Roman
10089,ye modi nay kia hai election kay liay godi,0,2025-06-01,07:30:37,[0.4626575],Tagalog,Roman
10090,we all are indians,0,2025-06-01,07:30:57,[0.95755124],English,Roman
10091,pasy lo vidio bnao,0,2025-06-01,12:37:50,[0.3360307],Lojban,Roman
10092,"thank you!
this is what i like, critisize everyone who is wrong",0,2025-06-01,12:38:06,[0.96862066],English,Roman
10093,"i respect man , dil se..a kattar human",0,2025-06-01,07:25:46,[0.1811672],Swedish,Roman
10094,ik taraf ap log keh rahe ha ke abdur rab ko mara gia tosre tarap ap log keh rahe ha ko janaza para raha hain,0,2025-06-01,07:25:46,[0.08187879],Swahili,Roman
10095,iska video muslims ko khush karne k liye banaya jaata h,0,2025-06-01,07:25:49,[0.5371898],English,Roman
10096,dhurv chaati,0,2025-06-01,07:25:57,[0.6967637],English,Roman
10097,modi k liye bhi aavaj uthai h aur rahul k liye bhi avaaj nhi uthai h,0,2025-06-01,07:25:59,[0.2395326],English,Roman
10098,"simple question- under the pressure of donald trump india and pakistan signed for ceasefire?
?",0,2025-06-01,07:26:22,[0.8925191],English,Roman
10099,oo bhai rahim yar khan ma koi air base nahi ha,0,2025-06-01,07:26:33,[0.1261202],English,Roman
10100,bhai make a video on murshidabad,0,2025-06-01,07:26:43,[0.6948352],English,Roman
10101,"never ask
- a women about her age
- a men about his income
- and indian about rafale & s400",0,2025-06-01,07:26:49,[0.98363477],English,Roman
10102,bht majboor hai bechara lagta hai is ko bhi modi ki dhamki mill gye hai satya gya hai bhai,0,2025-06-01,07:26:54,[0.45672324],English,Roman
10103,"mtlb international media kuch b likh dy aur hum man ly gy, hum bhly hi apni foj aur govt k khilaf hon mgr jb bat pakistan pr ay gi tu hum kat dain gy ya kt jain gy pakistan zinda bad",0,2025-06-01,07:27:07,[0.23336096],English,Roman
10104,"no one will come to help india..
mean will every country supporting pak financially",0,2025-06-01,07:27:15,[0.8455857],English,Roman
10105,"aik video raw aur kalbhushan yadav par bi banao rathee g.. taali aik hath sy nahi bajti hai
aik video raw par bi banao jis ny canada, usa aur pakistan mein dissidents ko qatal karwaya hai
apnay mulk ki bi deshatgardi par baat karo",0,2025-06-01,07:27:23,[0.15862976],French,Roman
10106,but bro sahebjado ko kisne pakadvaaya tha unke naam lene ki himmat nhi hui,0,2025-06-01,07:27:26,[0.12479483],English,Roman
10107,jo peneral main sharik hoe os ma konsa terrorists te ik ka nam to bta de,0,2025-06-01,07:24:18,[0.11162414],English,Roman
10108,tum ho hi jhotay tumko pakistan or muslims pr zulm nai nazar aata..,0,2025-06-01,07:24:29,[0.3640595],English,Roman
10109,rafale giry na,0,2025-06-01,12:45:04,[0.34841654],Portuguese,Roman
10110,waah superb reply maza aa gya love you dhruv rathee ji,0,2025-06-01,12:45:28,[0.60709137],English,Roman
10111,tu sudhrega nahi,0,2025-06-01,12:46:47,[0.2189947],Waray,Roman
10112,"dude still you turned up more godi media than arnab goswami it's in indian genesis
you all are same",0,2025-06-01,12:47:32,[0.96933967],English,Roman
10113,"i used to like your videos but i stopped watching them today
in an attempt to prove yourself, you are deliberately making things look bad, forcing your own thoughts through counter-proofs so that no one calls you a fake media",0,2025-06-01,12:47:59,[0.9584294],English,Roman
10114,why not mushidabad video there,0,2025-06-01,12:48:19,[0.78897715],English,Roman
10115,my new song upload ho gya hi,0,2025-06-01,12:48:44,[0.90985006],English,Roman
10116,bhai tere se kisine reply manga hi nhi hai,0,2025-06-01,12:49:06,[0.17738782],English,Roman
10117,ani expose please,0,2025-06-01,12:49:11,[0.82412636],English,Roman
10118,and loses is a part of combat,0,2025-06-01,12:49:24,[0.9848247],English,Roman
10119,we love pak army,0,2025-06-01,07:25:31,[0.46448454],English,Roman
10120,we are human being  so don't never think about religious just think only our development,0,2025-06-01,07:25:35,[0.99444],English,Roman
10121,fact batna ha to 10 may ko jo pakisatn na airbase destroy kya 23 jagah pa attack kya or settlite image dekhai wo bhi batna tha,0,2025-06-01,07:25:46,[0.45050895],English,Roman
10122,"sab ko pata he ap kitne men bikchuke he
tabhi toh
godi media part 2
banaya he
tera qasoor nhn he ache ache peson ke samne nachte he",0,2025-06-01,07:20:00,[0.6043267],English,Roman
10123,lanat ho tm pa,0,2025-06-01,07:21:14,[0.18567578],German,Roman
10124,*yaar india harr baar jhoot bolta tum log maante kyun nahii*,0,2025-06-01,07:21:36,[0.24283816],Dutch,Roman
10125,"yaha par apne newtral media source de to main apse itifaq karta ho
baqi pakistan ka claim 6 air craft hain
awr ik bat se mutafiq nahi ho kionke apne indian begunah logo ke mare jane ke bat ki liken pakistan main be ap ke fouj ne beguna log mare hain un ka zikar kahi nahi
baqi jab bi apke vedio main jhol hain",0,2025-06-01,07:22:13,[0.08881478],English,Roman
10126,"the wrongdoers took the brother against the government
how much wrongdoers of the house of the house, the burma, the burma, the people of the muslims, have brought them away from the muslims, burma's government is still being wronged in this man, and the wrongdoer burnt against the government of israel",0,2025-06-01,07:22:17,[0.986288],English,Roman
