,index,text,likes,Date,Time,confidence
9902,30841,achcha to vah char log a gaye jinhone hamla kiya tha vah to india se pakdenge,0,2025-05-31,09:00:02,[0.46220946]
9903,28078,india false news channel,0,2025-06-03,06:06:57,[0.46221063]
9904,19930,dherendra shastri the most powerful talented soldier,0,2025-05-31,14:13:33,[0.4622502]
9905,20500,toba indians m itni buraiya bhari padhi h inke saamne toh pakistani terrorists bhi chhotte lagte hain,0,2025-05-31,13:43:35,[0.4622617]
9906,4811,xxxxxxxxxcxxxcxcxxxxxxc,1,2025-05-31,07:37:22,[0.46227732]
9907,8479,ab tu ne apni publicity bachaane ki liye indirect video banane start kiye,1,2025-06-02,16:40:00,[0.46230498]
9908,20888,operation banyan al-marsous,0,2025-05-31,13:26:59,[0.46241957]
9909,7717,respect button for dhruv vaiya,1,2025-05-31,07:55:02,[0.4625508]
9910,9739,lekin pakistaniyo ka bharosa kyu jeetna hai,0,2025-06-01,08:32:24,[0.4625547]
9911,21851,sub peso ka khel hai channel india ma na band ho jae is lye dhruv bhai ne apna sach daba lia ye ek haqeeqat hai,0,2025-05-31,12:48:17,[0.46260604]
9912,36181,video purpose pakistani log ka trust gain krna firse,0,2025-06-06,07:01:36,[0.4626588]
9913,12790,shukr hai ek jahaj ka to mane ho,0,2025-06-01,15:52:29,[0.46270517]
9914,26523,dhruv bhai i love you,0,2025-05-31,10:24:05,[0.4627085]
9915,12355,the real hero,0,2025-06-01,00:02:27,[0.46271232]
9916,29447,"non atheist muslim
atheist muslim",0,2025-05-31,09:24:19,[0.4627138]
9917,31767,jab sara matter close ho jaye tab tu video leke aata hai,0,2025-05-31,08:46:54,[0.46286735]
9918,9701,ye jo mutalia pakistan ki book ki baat hai ye sach nhi hai humari book may aisa kuch nji likha,0,2025-06-01,08:38:21,[0.46287212]
9919,32439,tm log ho e terrorists hindu chothi soch k log,0,2025-05-31,08:36:20,[0.46300286]
9920,34303,bhai isse kuch na kho channel bhi to bachana hai majboori hai,0,2025-06-05,05:21:34,[0.4631004]
9921,23127,matlab kul milakar dhruv rathe acha or modi bura,0,2025-05-31,12:00:31,[0.46311063]
9922,30453,mi sirf itna kahu gi proud to be pakistani girl pakistan zindabad pak army paindabad,0,2025-05-31,09:07:06,[0.46316123]
9923,1116,im sensible and i support you,3,2025-05-31,09:10:31,[0.46317962]
9924,10785,l pa char not real video,0,2025-06-01,05:25:31,[0.4632213]
9925,2906,druv bhai aapke sari video bhaut aachi h lekin aapko aapne platform pe aam aadmi party ko nhi laana chayea tha,1,2025-05-31,07:40:50,[0.46323332]
9926,9205,"what joke . d.r
such bhi kaha to apne matlab ka
godi media ya indian media
tumhe copy krne laga he ya phir tum unhe smjh nahi aata
ek jesi comedy krte ho indian media or dhuruv rathee
such kehna hoto pura kaha kro wrna chup raho agar tum such me ek insan ho",0,2025-06-01,10:21:14,[0.46324378]
9927,21511,hi dhruv rathee sir gym me beche jane vale protein powder ki sachhi par video post kar do sir please india me face protein pawar beche jare hai or bohot se mere bhaiyo ko hospital jana pad raha hai ye ek bohot hi problem hai sir please ek video bana do,0,2025-05-31,13:00:47,[0.4633737]
9928,13961,bro make a hdr video,0,2025-05-31,19:31:49,[0.46337488]
9929,11271,bangladesh ki hindu ki liye ak video banna chaiye,0,2025-06-01,04:10:57,[0.4634139]
9930,3880,"pti zindabad
imran khan zindabad",1,2025-06-01,05:56:45,[0.46344322]
9931,11611,next video on dhokebaj ani ani ko expose karo please,0,2025-06-01,03:06:27,[0.46346053]
9932,26135,"dhruv hum kch nai kr saktay ap bebas hain we want only peace
pakistan zindabad",0,2025-05-31,10:33:37,[0.46347094]
9933,16803,"abhi to sirf pakistan ne india ko samjhaya hai
sabak agali bar sikhaega inshallah",0,2025-05-31,16:44:05,[0.46348286]
9934,10768,pakistani be like - huda hoo aaj bhi yhi,0,2025-06-01,05:28:01,[0.46356076]
9935,5905,ye bhi pakistan ki bhasha bolta hai,1,2025-05-31,09:22:33,[0.4636505]
9936,37373,ap ki resech is baar buhut weak thee goodi media apka only source tha,0,2025-05-31,07:37:09,[0.46368197]
9937,17490,"at the end you are an indian
toh tumhain bhi apni oqat kabhi na kabhi dekhani thi thi
indian bombing ki wja sy masom log pakistan mein bhi marain hain tumhain woh nhi nzr aye",0,2025-06-01,21:56:49,[0.46371555]
9938,14955,dhruv rathee  digital social godi media dhruv rathee,0,2025-05-31,18:21:55,[0.4637937]
9939,17999,tmhari raw to dood ki dhuli hue hai na itni himat hai to iske bare mein bhi baat kro,0,2025-05-31,15:45:33,[0.46383837]
9940,17485,"rafale jet,
zindabad",0,2025-06-01,21:51:43,[0.4639604]
9941,6762,"armenia , ajarbejan issues per bhi video ani chahiye dhruv bhai",1,2025-05-31,08:35:55,[0.46415457]
9942,8639,jab b modi ke government khtray ho ge tab wo pakistan py attack k koy na koy ka elzam lga laita ap khud sochain pakistan ko aor koy kam nai k india py attack kary?,1,2025-05-31,11:15:44,[0.4641772]
9943,21947,"love you pakistan
pakistani attendance kro",0,2025-05-31,12:43:54,[0.46419388]
9944,10544,matlab abb pakistaniyo ko samjhana bhi padega ki bhai sahab ne unke khilaf video banai kyu itne bure din had ho gai,0,2025-06-01,13:35:36,[0.46426523]
9945,25395,bharathiya ekta zindabad,0,2025-05-31,10:52:32,[0.46431658]
9946,29431,bharathiya ekta zindabad,0,2025-05-31,09:24:45,[0.46431658]
9947,29066,frans me library jalane balo per to video banao,0,2025-06-03,10:28:16,[0.46431747]
9948,35824,we love pak army,0,2025-05-31,07:51:02,[0.46448454]
9949,10119,we love pak army,0,2025-06-01,07:25:31,[0.46448454]
9950,13017,we love pak army,0,2025-05-31,21:22:13,[0.46448454]
9951,16313,rendaaaaa pakistani buss khuaa,0,2025-05-31,17:07:38,[0.46455017]
9952,25283,"ye log waise hi attanki nhi huye jaise kashmiri pandit ko bhagane wale attanki nhi the
i agree ye sab nhi hona chahiye, lekin aag k badle aag hi chale to sab jalte h",0,2025-05-31,10:54:50,[0.4645633]
9953,5335,ye hui na asli video …love from arunachal pradesh india,1,2025-05-31,07:36:51,[0.4646162]
9954,28352,bharatiya ekta zindabaad,0,2025-05-31,09:45:15,[0.46461907]
9955,33471,bharatiya ekta zindabaad,0,2025-05-31,08:21:53,[0.46461907]
9956,529,main aik pakistani hon aur mn apse agree krta hon dhruv bhai,8,2025-06-02,12:21:15,[0.46462345]
9957,29523,24-may -2025 msc elsa 3 video creator please,0,2025-06-03,13:38:02,[0.46465766]
9958,17409,pakistan zinda baad india medi fake news all time,0,2025-06-01,21:46:42,[0.46466815]
9959,10955,expose mamata banerjee,0,2025-06-01,14:20:51,[0.46470878]
9960,19408,itna tension hai india ka toh yaha aa ke content deliver kar on ground report pe mdc,0,2025-05-31,14:40:48,[0.46471006]
9961,35428,end this bullshit bhai kitni or vids bana ni tune,0,2025-06-05,18:22:56,[0.4647107]
9962,34114,sir ak video ye bhi bnayain ky china kesy india main ghuss gya ha and kabza kr liya ha,0,2025-05-31,08:13:05,[0.46474603]
9963,24434,gadar iski jaanch honi chahiye,0,2025-05-31,11:19:42,[0.464769]
9964,17769,"raheem yar khan airbase nh h wo just saudi shaikhs use krty hain
aur dosra pakistan ne india k tyary giry hain ye such h",0,2025-05-31,15:55:46,[0.46485722]
9965,37408,love you,0,2025-05-31,07:37:01,[0.46486804]
9966,3460,love you,1,2025-05-31,07:44:12,[0.46486804]
9967,38231,love you,0,2025-05-31,07:35:39,[0.46486804]
9968,17652,love you,0,2025-05-31,16:01:17,[0.46486804]
9969,37969,love you,0,2025-05-31,07:35:54,[0.46486804]
9970,16146,love you,0,2025-05-31,17:15:07,[0.46486804]
9971,38641,love you,0,2025-05-31,07:35:17,[0.46486804]
9972,38000,love you,0,2025-05-31,07:35:52,[0.46486804]
9973,22202,love you,0,2025-05-31,12:32:21,[0.46486804]
9974,33142,love you,0,2025-06-04,16:24:13,[0.46486804]
9975,31036,"ani  always namaste illogically
neta kuch bhi bole, logic mat dhoondh — bas haan mein haan!",0,2025-05-31,08:57:19,[0.46486834]
9976,29391,waiting for 'ani vs youtuber',0,2025-05-31,09:25:40,[0.46488982]
9977,22137,kia koi mazaq chal raha hai,0,2025-05-31,12:35:09,[0.46496838]
9978,7975,lier..all details are a lie,1,2025-06-02,09:12:32,[0.46503907]
9979,23970,it a jhoot nhi bol operation bunyan ul marsoos bhulgaye,0,2025-05-31,11:33:47,[0.4650442]
9980,6458,bajrangdal ko ban karna chahiye,1,2025-05-31,08:28:03,[0.46504936]
9981,16498,total lier person,0,2025-05-31,16:58:16,[0.4650696]
9982,16545,absolute cinema,0,2025-05-31,16:55:55,[0.46525633]
9983,34167,india na hi attack karwaya ha apna dash pr politics ki game jeetna ka lea,0,2025-06-05,02:48:03,[0.465277]
9984,1158,"ap ne khusdar aps pe video ni bnai, her jaga tang uraty ho to is pe kyun khamosh ho?
indian government k khilaf bol ni sakty na is ley",2,2025-05-31,08:42:36,[0.46533477]
9985,13770,nepal k upar bhi video banau sir,0,2025-05-31,19:53:13,[0.46536458]
9986,32734,goosebumps,0,2025-05-31,08:32:44,[0.46542042]
9987,9935,"yrr dhrue mai tere ko bhut sunta tha but in reality tu bss ek tarfa bat krta hai bro
i know rss bajrang dal ke kch log bhut extremist hai but at the same side, islamic extremists bhi exist krte hai india me
and with fact mai ye proof kar skta hun ki india ya all over world me islam ek problem ban chuka hai",0,2025-06-01,07:56:56,[0.46542126]
9988,35705,tm log bs movies he bnao wo he achi bna skty ho,0,2025-06-05,22:32:37,[0.46544477]
9989,8812,18:15 wo log shatriya or gou rakshak hi hai ye political pressure ki wajah se police ko chupana padha ye to sabko pata hai,1,2025-06-02,17:51:38,[0.4654596]
9990,7999,"but still pakistan zindabad , ap ke jhotti video banany sa , haqeeqat nahi badal jae gi
views to abhi bhi kaam hoon ge",1,2025-06-02,10:12:18,[0.46548995]
9991,20727,add 10 million,0,2025-05-31,13:33:55,[0.46549]
9992,23720,"dhruv b like- zyada viewers india k h, so india first",0,2025-05-31,11:41:33,[0.46554723]
9993,38047,yrr mujhe kuch help kar do bhai,0,2025-05-31,07:35:50,[0.46559533]
9994,5611,pakistani viewers ko safai dene k liye bnayi gyi video jyada lg rhi,1,2025-05-31,09:27:07,[0.465619]
9995,10427,"bhai dhurv app nye kuch baaty kafi thike,main srf itna sawal karna chata app kye country nye khude proves q nhe dheka rha aur dosra sawal yeh hai kye pakistan offer kar rha kye neutral inquiry ki jaye tu us main bhi app ki poori country saath nhe dye paa rhe?
?",0,2025-06-01,13:21:52,[0.4656205]
9996,22522,i am proud to be indian  i love my india,0,2025-06-02,10:01:28,[0.4656802]
9997,25107,super informative,0,2025-06-02,17:18:51,[0.46568888]
9998,23994,jawab to diaaa nhiiii pakistani youtubers kooo,0,2025-05-31,11:32:45,[0.46570247]
9999,36324,extraordinary video hattsoff,0,2025-05-31,07:44:46,[0.4657147]
10000,17051,salt show your true face,0,2025-05-31,16:32:04,[0.4657757]
10001,34899,9:42,0,2025-06-05,13:10:36,[0.46578175]
10002,13573,bhai ahda such ahda jhut bol kr apna churun bach rha h saha passy mily h ic ase video bny ki,0,2025-05-31,20:11:14,[0.46593904]
10003,29148,"pakistan ne pahle 26/11 mumbai attack ko bhi deny kia tha lekin fir 2018 me nawaz sharif ne public speech me accept kia pakistan ka role similarly pakistan ne osama bin laden ka bhi pakistan me presence deny kia tha baad me america ne osama bin laden ko pakistan me dhoondh kar mara
pakistan is master of denial they support terr0rism and deny",0,2025-05-31,09:30:33,[0.46597415]
10004,21465,bhai koi yeh batao phelgam main attack karne wale atankwadi kha gye mare ya nhi,0,2025-05-31,13:02:35,[0.46599305]
10005,24218,"o bhai godi media..!
rahim yar khan me to koi air base hai hi nhi
indians
!
research to kr k aya kro
hence proved: dhruve ratheegodi media",0,2025-05-31,11:24:47,[0.46606442]
10006,8289,sanatani ko koi doubt hai to jagannath temple flag ke bare main bhi kuch bolo,1,2025-06-03,01:53:53,[0.4661223]
10007,26680,rafael k bary me bhi video bnao k asal me giry hain ya sara international media jhoot bol raha he,0,2025-05-31,10:20:34,[0.4661673]
10008,7189,pakistan finesh s400,1,2025-05-31,08:23:57,[0.46622634]
10009,31564,sir please ek video up teacher vacancy ko le kar bnaiye hm log bina khaye piye dharne kr rhe hai government ka koi jabab nahi aa raha hai 2022 se up tgt ka form fill hua hai abhi tk exam nhi hua hai koi hm logo ki aawaj nhi sun rha hai please sir,0,2025-06-04,05:11:53,[0.46627718]
10010,15100,great ho sar ap,0,2025-05-31,18:10:53,[0.46630505]
10011,33310,kal mera political science ka paper hai ab phadne ki zarurat nhi h kyu ki dhruv bhai ki video hee kaafi h,0,2025-05-31,08:24:14,[0.46631223]
10012,15648,"tum ho to indian na
gum pher kr tum pakistan ko he bologa
gode midea",0,2025-05-31,17:41:52,[0.46641788]
10013,10829,arey bai un security council mey ya kaha lika hey kah pakistan ney kia hey?,0,2025-06-01,05:20:46,[0.46642134]
10014,36824,"tum logo ko aahi thoka na
pakistan army tum logo ka bap hain",0,2025-05-31,07:40:18,[0.46643633]
10015,33911,protect this man,0,2025-05-31,08:15:54,[0.46646956]
10016,13820,"ek sahi druv bhai awesome
pak military pak ke khud inki public ke liye khatarnak hai",0,2025-05-31,19:48:23,[0.46657717]
10017,10513,full video ma jhoot bol rha ha,0,2025-06-01,06:09:18,[0.46658862]
10018,30780,fitna al-hindustan,0,2025-05-31,09:01:49,[0.4666314]
10019,16126,background music kesi indian tv series sy le hn,0,2025-05-31,17:17:37,[0.46665895]
10020,11098,corona comeback pr video banao bhai,0,2025-06-01,04:39:05,[0.46667522]
10021,2606,"khud hee karwate ho jab galey parjae to khud ee cheekhte ho
lagta hay tumhen bhi moodi danda pargaya",1,2025-06-01,22:34:10,[0.46671438]
10022,17846,"khud hee karwate ho jab galey parjae to khud ee cheekhte ho
lagta hay tumhen bhi moodi danda pargaya",0,2025-06-01,22:42:09,[0.46671438]
10023,2764,opration sindoor all indian proud movement,1,2025-05-31,17:34:05,[0.4667179]
10024,36821,1 man army,0,2025-05-31,07:40:30,[0.4667411]
10025,11386,"it is day 22
rafael pilot shivangi singh is still missing
pehle apni behn ki khabar le ja kr, baad mai pakistanis ki fiker kr",0,2025-06-01,03:45:24,[0.46680754]
10026,6145,navy officer vinay narwal atanki hamle mai maare nhi gye saheed hue,1,2025-06-03,03:39:30,[0.46684796]
10027,16600,complete fake,0,2025-06-01,20:19:27,[0.46688163]
10028,13676,is a indian hamary desh ma media godi media ha sara,0,2025-05-31,20:00:37,[0.46689993]
10029,32469,1 bat to btayn jb election hoty tabi he yah hamly aty han,0,2025-05-31,08:35:55,[0.46692255]
10030,31200,bharatiya ekta zindabad,0,2025-05-31,08:54:52,[0.46695003]
10031,1123,bharatiya ekta zindabad,3,2025-05-31,09:05:05,[0.46695003]
10032,34277,bharatiya ekta zindabad,0,2025-05-31,08:11:10,[0.46695003]
10033,32252,bharatiya ekta zindabad,0,2025-05-31,08:39:27,[0.46695003]
10034,6278,bharatiya ekta zindabad,1,2025-05-31,09:49:17,[0.46695003]
10035,29164,bharatiya ekta zindabad,0,2025-05-31,09:30:07,[0.46695003]
10036,33095,bharatiya ekta zindabad,0,2025-06-04,16:05:05,[0.46695003]
10037,29953,bharatiya ekta zindabad,0,2025-05-31,09:15:50,[0.46695003]
10038,22651,bharatiya ekta zindabad,0,2025-05-31,12:16:48,[0.46695003]
10039,29234,bharatiya ekta zindabad,0,2025-06-03,11:28:13,[0.46695003]
10040,24607,bharatiya ekta zindabad,0,2025-05-31,11:13:59,[0.46695003]
10041,5997,bharatiya ekta zindabad,1,2025-05-31,08:11:37,[0.46695003]
10042,38366,hii dhruv 1 view,0,2025-05-31,07:35:31,[0.46697935]
10043,36474,s ki apni video me al jazeera walay clip me agar deka jai to wo keh rhy hai kashmir front,0,2025-06-06,10:53:35,[0.46702403]
10044,36227,video ka content to sahi h per video ke editing ajib h,0,2025-05-31,07:45:49,[0.46703932]
10045,13459,firstly its zimedar not jimedar baaki jitna jhoot philana philao bezati tu ho hi gai ab kia faida,0,2025-05-31,20:24:45,[0.46706706]
10046,23225,dekhn h facts to nitish ka terako,0,2025-05-31,11:57:28,[0.46707952]
10047,15262,bhag jhopadiwale,0,2025-05-31,18:01:22,[0.46712586]
10048,12874,yar kitna bara jhoota hai ye  international media nay bata ddia 6 jets thokay pakistan ny wo nahi dekhaya is ny,0,2025-05-31,21:43:04,[0.46714035]
10049,8884,jaaaa o cartoooona,0,2025-06-01,11:13:22,[0.46732047]
10050,21530,theek h to karo jang or maro ya maroo,0,2025-05-31,13:00:14,[0.4673291]
10051,30302,"please bhai maharashtra, kanda, bangalore language barrier ho raha hay ispe video banae ye",0,2025-05-31,09:09:45,[0.46738684]
10052,28445,"india ki image to sudhari pakistan ne sirf 24 ganto me, ap ye lori sunate raho hindustan wasio koo",0,2025-05-31,09:43:08,[0.46742558]
10053,3827,glory to india,1,2025-05-31,14:30:28,[0.46752104]
10054,28508,"very valuable information dinda bai
roz evening ghar janda c ta car ch esdi video dekhda c daily
but jo sikh video bnai o glt kita bhut",0,2025-05-31,09:41:56,[0.46753523]
10055,38286,or agar china water band krdy phr,0,2025-06-07,21:56:45,[0.46757928]
10056,23231,"dhruv rathee vs america,russia, pakistan",0,2025-05-31,11:57:40,[0.4676063]
10057,37316,informational video,0,2025-05-31,07:37:17,[0.4676696]
10058,1601,dhruv ko inspiration ravish ka paad sungh kr milti hai,2,2025-06-01,17:54:01,[0.46773157]
10059,25638,"fact - agar prophet mohammad na aata duniya mein, to aisi wars na hoti",0,2025-05-31,10:46:22,[0.46773547]
10060,32700,bhai tum desh bhakt ho ki nhi,0,2025-06-04,13:06:20,[0.46773598]
10061,38438,dhruv bhai,0,2025-05-31,07:35:28,[0.46780857]
10062,30988,dhruv bhai,0,2025-05-31,08:58:00,[0.46780857]
10063,36914,dhruv bhai,0,2025-05-31,07:39:40,[0.46780857]
10064,6410,dhruv bhai,1,2025-05-31,08:27:34,[0.46780857]
10065,19985,dhruv bhai,0,2025-05-31,14:09:02,[0.46780857]
10066,23406,dhruv bhai,0,2025-06-02,12:28:59,[0.46780857]
10067,27691,dhruv bhai,0,2025-05-31,09:58:27,[0.46780857]
10068,27360,dhruv bhai,0,2025-05-31,10:05:15,[0.46780857]
10069,13077,dhruv bhai,0,2025-05-31,21:10:15,[0.46780857]
10070,19226,dhruv bhai,0,2025-05-31,14:50:08,[0.46780857]
10071,14219,dhruv bhai,0,2025-05-31,19:10:01,[0.46780857]
10072,12472,bhi jo b ha ap ki army aur intelligence kidr thi jab ye attack howa aur rahi bat fighter jets ki ap k politician claim kar rahy han k hamary 5 jets destroy howy han aur international media b claim kar raha ha,0,2025-06-01,15:42:51,[0.46785554]
10073,30199,"17:53 reply kahn hai bhi ?
?",0,2025-05-31,09:11:44,[0.46786317]
10074,19978,"17:21 ""bgp""obvious si baat h koi aandbhkt bhi guess kr lega",0,2025-05-31,14:11:08,[0.46790904]
10075,9968,apnee army ko bhi app apnaee mulk kaee leya dangerous kah saktaee hoo  nahee abb app ko famous hona haee india maee isliya,0,2025-06-01,07:50:49,[0.46792534]
10076,32122,beta tune kashmiri mullon ka jikar nhi kiya jo indian hokar bhi us pakistani atankwadi ka sath diya is terror attack me,0,2025-06-04,09:06:06,[0.46794066]
10077,24149,jago desh k padhe likhe janata jago desh ki padhi likhi betiyan jago desh k padhe likhe yuvaon jago desh bachao jago,0,2025-06-02,15:16:21,[0.46807247]
10078,32049,fateh 1 missile attack ka tu name hi ni liya dhruv rathee sab,0,2025-05-31,08:42:19,[0.4680956]
10079,34716,"har dafa elections k time per hi kyun hota hai hamla pulwama phelgam modi corrupt hai admit this first
pakistan ne keh diya hai paani rokna bharat ki taraf se jang ka ailaan hai aur pakistan bhi jawab de ga
28 logon k liyay karoron logo ka pani band karay ga india jis men bache bhi hai
shame on india is baray men kya kahay ga druve rathee",0,2025-05-31,08:05:51,[0.46811828]
10080,25943,"haha all poslamists pissing here, mindwashed zombies",0,2025-05-31,10:39:34,[0.46813786]
10081,35856,13 min 1lac views cross,0,2025-05-31,07:50:39,[0.4681802]
10082,11258,bechara darr raha hai kahin india mein iska channel banned na ho jaye,0,2025-06-01,14:47:31,[0.46822694]
10083,31761,dhruv rathi kabhi nhi sudherega apni harkato sai,0,2025-05-31,08:46:53,[0.46824825]
10084,26981,plzz sir pakistani awam kay liya asi video or banty rahy,0,2025-06-03,00:53:16,[0.4683376]
10085,4792,chal khoti deya,1,2025-05-31,18:38:27,[0.46840525]
10086,16445,rcb fan kon kon hai,0,2025-05-31,17:00:43,[0.46840733]
10087,18291,17:01 wahi mai sochu abhi tak ye balance wala khel kyu nhi khela aapne,0,2025-05-31,15:31:59,[0.46849674]
10088,8388,india balochistan me kya ker raha hay?,1,2025-06-02,22:11:54,[0.46865606]
10089,30581,"dhruv ne ye bahut galat kiya , pichle video dekhtar pakistani logo ke bet me dard hua tha , ab ye video dekhar comments lagta he julab shuru hua he , back to back vedio not fare dhrue",0,2025-05-31,09:04:54,[0.46869522]
10090,35917,hahahah dhruv bhai karachi me bhari nuksan hua hai eid me ajana qurbani me dekh lena  yummy,0,2025-05-31,07:49:40,[0.46869588]
10091,4255,waiting for this message,1,2025-05-31,07:36:02,[0.468725]
10092,6366,"aurangzeb ahmed
naam yaad rahega end-ians ko hamesha",1,2025-05-31,09:48:19,[0.46872756]
10093,1068,great analysis rathee saab,3,2025-05-31,16:15:20,[0.4687513]
10094,24286,jesa b bolo i love our amry i love pakistan army but i feel ur pain,0,2025-05-31,11:23:06,[0.46878946]
10095,5026,acha g fantastic tea koch yaad rakho,1,2025-06-01,18:30:54,[0.46886224]
10096,12530,tumhe pata hai bharat me pakistani bangladeshi sleeper sell 30 carore hai,0,2025-05-31,22:56:34,[0.46886608]
10097,19237,"sabki so called pol kholi, bus farjiwaal ke prati wafadaar raha!",0,2025-05-31,14:48:49,[0.46892506]
10098,19181,great dhruva rathee,0,2025-05-31,14:51:35,[0.46894175]
10099,26046,i think yee saab political complex jan booj kr create kia jaraha ha ta k am awamm ahista ahista essy tang ajaye or fir akhir kaar ek new political view ki demand krry n then hmy 1 world order introduce krwaia jaye ga hm..,0,2025-06-02,19:05:12,[0.46897897]
10100,33781,"bhaag bherwey,..jhootey chuttoooo hogaya he tu bhi",0,2025-06-04,19:47:14,[0.46901733]
10101,18767,mujhe misunderstanding ho gaya tha,0,2025-05-31,15:10:39,[0.46905577]
10102,14246,shaheed sirf muslims hoty kafir nh,0,2025-05-31,19:07:27,[0.4690901]
10103,36960,"bhai woh sab bolte ki kaise fake photage dikhaye game ka scene dukhaya chinese drill ka painting dikhaya pakistani army o ne
aur match jitna zaruri hain kohli ko out karke khusiya manana nahi chahiye",0,2025-06-06,17:34:44,[0.46910867]
10104,31189,ur now floop,0,2025-05-31,08:55:08,[0.46912226]
10105,31644,saboot he apke pas pakistan ne pelgham me attek kia he he to prouf do bat khatam,0,2025-05-31,08:48:30,[0.46915415]
10106,19307,"kya jimay wari jimay wari, itne educated ho to lafzon ki pronunciation b dhyan me rkho, zimme dari lafz hota hai",0,2025-05-31,14:44:13,[0.469337]
10107,7867,dhruv bhai ao to sahi pakistan dekho to ik bar pakistan a k pata lage tumhe kya jhoot bol rahe hote ho tum,1,2025-05-31,12:20:49,[0.4693736]
10108,16937,"mai maanti hoon pak fauj mai jo genrals aur yeh jo bary bary post py hain in k bahoot zeyyada business hain pakistan mai butt aik fauji ghalat nahi hai usy to pata he nahi hai k oper kiya chal raha hai, and to "" dhruve bhi modi government ko bachany k liye khud pulgam atack karwa sakta hai ta k pak india war k naam py fir sy janta ko bewaqoof bnaya jayee, to aik yeh consept ho sakta hai app please is k oper video bnao with profe""",0,2025-05-31,16:37:19,[0.4694445]
10109,8336,bhart mata ki jaiiii,1,2025-05-31,10:11:33,[0.46949887]
10110,26959,humen pak army se pyar he,0,2025-05-31,10:14:11,[0.46950337]
10111,5573,"ahfiz abdur rauf ,lundian research too lar liya karo 15:08",1,2025-05-31,09:32:00,[0.46958745]
10112,35152,khud to bola ki arrest kiya gya  aur bol rha h ki action lene ka himmat h,0,2025-06-05,15:59:13,[0.46962032]
10113,3800,indian hindus ke liye bhi kabhi aawaz uthate but tumhe fursat kha h modi ko troll krne k alawa,1,2025-05-31,14:50:55,[0.46970394]
10114,4608,pakistan zinda abaad,1,2025-06-01,12:17:31,[0.4698042]
10115,16771,"donot use clips of other media , copyright issue ho sakta hai",0,2025-05-31,16:46:05,[0.469805]
10116,8934,kabhi congress ki kali kartute bataye ho?,0,2025-06-01,11:01:42,[0.4698512]
10117,28399,india me rhke to india ko galt btyega to kaise chlega,0,2025-05-31,09:44:28,[0.46994147]
10118,2722,ye hamesha muslims ki side he lega,1,2025-05-31,17:01:30,[0.46996582]
10119,25410,dhruv pajeet ..plz one video on raw fail,0,2025-05-31,10:52:03,[0.46998447]
10120,14201,i love japan and korea,0,2025-06-01,17:24:02,[0.47001138]
10121,32502,15:05 no jhoot pai tori orr research kr laa,0,2025-05-31,08:35:31,[0.47004065]
10122,37233,her brdasht nhi ho rhi kya ak bar khud ko expose kro,0,2025-06-07,02:26:55,[0.47008917]
10123,35880,rcb pradee video,0,2025-06-06,03:00:51,[0.47027224]
10124,35276,"bhai in stupid pakistaniyon ko jyada importance mat do
inke agree hona ya na hone ke kya mayne h
lakhs fool people(pakistan )kya sochenge iske bajay ek vidwan person (indian)kya sochega ye important h",0,2025-05-31,07:58:39,[0.47029558]
10125,13825,help nepali,0,2025-05-31,19:48:55,[0.4703162]
10126,17173,apny security system ko expose karny ka shukrya tum maan rahy ho k tmhara security system bilkul nakaam hai itni sakht security main ye sab hua hai jo tmhari samjh sy bhi bahir hai..shame on u,0,2025-05-31,16:27:07,[0.47035322]
10127,7200,"hahahahahahahahahjhot k pawon nhi hote..itna samjhdar person hote howey
itna jhot",1,2025-05-31,08:57:50,[0.4703722]
10128,16622,"me sab video dekhta hoon, dhruv rathee ka
lekin pahalgham attack 29 killed bolte time please smile nahi karna tha",0,2025-05-31,16:52:12,[0.47041392]
10129,11708,chawal insan,0,2025-06-01,02:48:00,[0.47057945]
10130,35530,without any investigation ap log kese ilzaam lga skty ho,0,2025-05-31,07:55:19,[0.47060055]
10131,1714,dharuv rathoo indian media ne to field marshal hafiz syed asim muneer ko bhi maar dya tha  or lahore or karachi pr bhi kabzaa karlyaa thabharti senaa ghus gai lahore men,2,2025-06-01,21:07:49,[0.47072363]
10132,2802,fake news sirf indian media ny philai hai  pakistan media ny sab kuch sahi btaya or dekhya hai is liya godi media ka hi nam pakistan media ka nam na kharab kro,1,2025-05-31,17:21:22,[0.47078848]
10133,32130,bhai tune galat naksha dikhaya hai pakistan ka,0,2025-05-31,08:41:15,[0.470799]
10134,22290,ap bhot intelligent ho,0,2025-05-31,12:29:18,[0.47085983]
10135,25262,dubai main pakistan ki cricket ke logo ko bulayatha thoda bata dete sir   literacy,0,2025-05-31,10:56:10,[0.4709432]
10136,37765,tm majboor ho apna channel bhi to continue rkhna hai na,0,2025-06-07,13:29:13,[0.47096843]
10137,9651,"audience ka khel h babu bhaiya audience ka khel, 1
5 billion illiterate godi audienece ko kon chor skta",0,2025-06-01,08:49:52,[0.47099647]
10138,26647,kitney rafale thy?,0,2025-05-31,10:21:06,[0.4710802]
10139,1244,propaganda king,2,2025-06-01,04:15:26,[0.47113478]
10140,21584,why notbthanbyou disclose 6-nill,0,2025-05-31,12:58:17,[0.4712009]
10141,32629,only one pak army hi hamesha jang ki jadd hai,0,2025-05-31,08:34:05,[0.4713482]
10142,1186,bharat zindabad,2,2025-06-03,05:56:28,[0.47137105]
10143,18339,bharat zindabad,0,2025-05-31,15:30:23,[0.47137105]
